posting_id,image,image_phash,title,label_group,hight,width,hamming_median_dist,post_per_group,target,fold,best25_mean_img,true_postings,pred_postings_img,f1_img,best25_mean_text,f1_text,pred_postings_text,joined_pred,f1_joined
train_1600164837,538ed017aef7189914a4e860b68ab923.jpg,af9e3ed8e0e0c063,Pisau set turki pink,3124955518,640,640,38.0,2,8070,0,0.46599897742271423,train_1600164837 train_1640873048,train_1600164837,0.6666666666666666,0.4989179898359249,0.6666666666666666,train_1600164837,train_1600164837,0.6666666666666666
train_883390311,539093509691bd3963e3e308d4fe96ea.jpg,b81ac7edc78a3892,Authentic Coil Voopoo Vinci PnP-VM1 0.3 ohm,3127100328,640,640,30.0,3,8079,0,0.5323673486709595,train_4214093905 train_3837207515 train_883390311,train_883390311 train_1264418562,0.4,0.7690037998772823,1.0,train_4214093905 train_3837207515 train_883390311,train_1264418562 train_3837207515 train_4214093905 train_883390311,0.8571428571428571
train_2576755812,53911bb8ee48a8be29c51641183a2d5c.jpg,e6cc993199c99933,Djoe Hoa Kecap Ikan Cap Ikan Merah 140ml,770141240,718,718,24.0,4,1985,0,0.6584163308143616,train_2576755812 train_3745973950 train_3223246085 train_251723466,train_2576755812,0.4,0.72415837710945,1.0,train_2576755812 train_3745973950 train_3223246085 train_251723466,train_251723466 train_2576755812 train_3223246085 train_3745973950,1.0
train_2434873146,53bef4d9b324cf2e6b3164639913c2e6.jpg,ae3694f21acc62cd,Cempal anyam/lap tangan dapur,2082555998,640,640,20.0,4,5331,0,0.7080289721488953,train_2434873146 train_2355653542 train_1687539678 train_2242643081,train_2434873146 train_2355653542 train_1687539678,0.8571428571428571,0.5576789551164142,0.6666666666666666,train_2434873146 train_2355653542,train_1687539678 train_2355653542 train_2434873146,0.8571428571428571
train_1655547854,53bef9f7307cad30ab9fd34184533454.jpg,f2b1c95eb6e803c4,hb E5 KAOS POLOS ANAK ADEM NYAMAN BAHAN KATUN COMBED 30S KAOS ANAK MURAH 1-4 TAHUN,2034928702,1024,1024,40.0,2,5194,0,0.46059250831604004,train_1655547854 train_1648122286,train_1655547854,0.6666666666666666,0.5752646171794465,1.0,train_1655547854 train_1648122286,train_1648122286 train_1655547854,1.0
train_2155227434,53c50e7080ba2d309304ae019ebfe1de.jpg,dd09f1629e2af50a,Kacamata Jelly Pria Wanita Kacamata Fashion Murah / Kaca Mata Candy Sunglasses Korea Warna Warni,2245135088,1024,1024,30.0,2,5785,0,0.4380727708339691,train_2155227434 train_1963734136,train_2155227434,0.6666666666666666,0.6228389287527604,0.6666666666666666,train_2155227434,train_2155227434,0.6666666666666666
train_1408566497,53c8cd789a6a33e54f04c794da7310b3.jpg,b098cfc73c329965,Instaperfect MATTECENTRIC Lip Crayon 04. JOY 3 g,157683903,696,696,26.0,10,405,0,0.9657155871391296,train_3763744608 train_1408566497 train_1470332689 train_635864748 train_983723387 train_3216299922 train_4123407124 train_447138347 train_1474520469 train_4022240019,train_1408566497 train_635864748 train_983723387 train_4123407124 train_447138347 train_4022240019,0.75,0.8668786293530593,1.0,train_3763744608 train_1408566497 train_1470332689 train_635864748 train_983723387 train_3216299922 train_4123407124 train_447138347 train_1474520469 train_4022240019,train_1408566497 train_1470332689 train_1474520469 train_3216299922 train_3763744608 train_4022240019 train_4123407124 train_447138347 train_635864748 train_983723387,1.0
train_2562841727,53cd39836177c7b2af05b6017b6630e7.jpg,9ad285a105f4f89f,QnC Jelly Gamat Emas 100% ASLI ORIGINAL Di Purwokerto - Bisa COD - Halal MUI - BPOM RI,2138357912,800,800,24.0,6,5499,0,0.9030389785766602,train_3630841917 train_2562841727 train_3214892407 train_2292560340 train_99468617 train_2554721725,train_3739820419 train_3630841917 train_2562841727 train_2292560340,0.6,0.673947642013498,0.2857142857142857,train_2562841727,train_2292560340 train_2562841727 train_3630841917 train_3739820419,0.6
train_3065536428,53e34cd96b00632cc03a528cd9ee5b8b.jpg,af6e78c73091cb90,Metode Penelitian Kuantitatif kualitatif dan R & D By Sugiyono,2702435837,640,640,20.0,6,6951,0,0.860405683517456,train_3249862091 train_1217431872 train_3065536428 train_3935886516 train_1693047307 train_3886904302,train_1217431872 train_3065536428 train_3935886516 train_1693047307,0.8,0.8321328862056854,0.8,train_3249862091 train_931707478 train_1217431872 train_3639013819 train_3065536428 train_3935886516 train_315635215 train_1693047307 train_3886904302,train_1217431872 train_1693047307 train_3065536428 train_315635215 train_3249862091 train_3639013819 train_3886904302 train_3935886516 train_931707478,0.8
train_2608699197,53e36c4480c17287024bf2567bc76468.jpg,936c399668934e79,SAPU LANTAI NILLON SAPU NILON KHARISMA,2277954221,640,640,34.0,2,5866,0,0.5261101126670837,train_2608699197 train_3153441868,train_2608699197 train_3153441868,1.0,0.5325080318003056,1.0,train_2608699197 train_3153441868,train_2608699197 train_3153441868,1.0
train_2884424284,53f58b984f33b432344d8f82fe8408fd.jpg,eef1b440da1dc346,ELM 02 FLIPFLOP SOLE HITAM,2514727778,640,640,4.0,8,6477,0,0.9964261054992676,train_2301503145 train_4247942030 train_1202677477 train_873208449 train_2884424284 train_311055399 train_3023749548 train_295807800,train_2301503145 train_4247942030 train_1202677477 train_2884424284 train_311055399 train_3023749548 train_295807800,0.9333333333333333,0.44837838664323737,0.2222222222222222,train_2884424284,train_1202677477 train_2301503145 train_2884424284 train_295807800 train_3023749548 train_311055399 train_4247942030,0.9333333333333333
train_3099715241,5404015694bbfc92ca99cf2ea8cdde71.jpg,eb3985d4b44e9613,B3B863 Pisau Dapur Sarung Apel,952183003,581,581,30.0,33,2488,0,0.8163124918937683,train_2104971635 train_3573325557 train_2128176597 train_1491109987 train_4031914591 train_3937416122 train_1866688264 train_742888193 train_709746325 train_2454293055 train_1792753322 train_907596322 train_1037698435 train_3099715241 train_2973241168 train_862823398 train_1812954730 train_2806242667 train_4281326002 train_4078545104 train_4290732312 train_3145458285 train_1472702975 train_1384244345 train_1301540544 train_3655323022 train_2051613389 train_3585706986 train_3336909646 train_1655838577 train_1105403759 train_2489554479 train_450707221,train_3099715241 train_450707221,0.11428571428571428,0.6952276457410128,0.058823529411764705,train_3099715241,train_3099715241 train_450707221,0.11428571428571428
train_1716475317,540853e2e0f15c1efc4fb0f426bc49c5.jpg,9bc8e49af5b0ca07,Cedea crab stick 250 gr,3427955335,640,640,26.0,7,8831,0,0.6602917313575745,train_3804703799 train_3892457877 train_3378630193 train_1716475317 train_2970994375 train_2708049684 train_3869321316,train_1716475317,0.25,0.9253260298661957,1.0,train_3804703799 train_3892457877 train_3378630193 train_1716475317 train_2970994375 train_2708049684 train_3869321316,train_1716475317 train_2708049684 train_2970994375 train_3378630193 train_3804703799 train_3869321316 train_3892457877,1.0
train_630902281,540d6e26018ba05b7ca8adf4fa765606.jpg,ec3cc1f39249ccd4,"Kaos Jumbo Cat Love You, Love Me! Fit XXXL (Ld 116cm)",1272580494,1024,1024,28.0,2,3299,0,0.46910586953163147,train_630902281 train_760059862,train_630902281,0.6666666666666666,0.40294185190421977,0.6666666666666666,train_630902281,train_630902281,0.6666666666666666
train_1440895544,5412757465afed86a140cff00df540a6.jpg,e1cb9e34934969c6,Oishi Suky-Suky Seaweed 14gr,608145621,720,720,24.0,2,1565,0,0.526662290096283,train_2299608698 train_1440895544,train_2299608698 train_1440895544,1.0,0.4261604019029957,1.0,train_2299608698 train_1440895544,train_1440895544 train_2299608698,1.0
train_1309703467,542d19bff2eedd4025be90ecda5fb0b7.jpg,ea64879e981934e7,Lakban GOLD TAPE Tipe Biru 2 INCH / 48 MM COKLAT - High Quality,161116945,705,705,20.0,2,418,0,0.5669135451316833,train_1309703467 train_2867968829,train_1309703467 train_2867968829,1.0,0.4919934828983295,0.6666666666666666,train_1309703467,train_1309703467 train_2867968829,1.0
train_3922632308,542e0186fca47fa47a474e8fb5025724.jpg,aad4c53ad26f6a90,Colatta Dark Compound Chocolate 250 gr,1826855584,640,640,31.0,4,4670,0,0.6262809634208679,train_1842388843 train_3922632308 train_1340876743 train_3028610958,train_3922632308 train_1340876743 train_3028610958,0.8571428571428571,0.5649093430043187,0.6666666666666666,train_3922632308 train_1340876743,train_1340876743 train_3028610958 train_3922632308,0.8571428571428571
train_2745874524,54367f15159765476626ec94817a8a3f.jpg,fd356a46c2491e9c,HC Kacamata Thug Life Double Mosaic Sunglasses Kaca mata Hitam Wanita Pria Unisex Import#Bisa COD,371502910,1024,1024,24.0,2,947,0,0.4721399247646332,train_3297816647 train_2745874524,train_3297816647 train_2745874524,1.0,0.5805097468582985,1.0,train_3297816647 train_2745874524,train_2745874524 train_3297816647,1.0
train_3789457155,543ecfb59ddd3b1272a81fd8cd07512d.jpg,ab70d52bde0b8392,Air softlens / CAIRAN SOFTLENS A PLUS 100ML,1705608239,640,640,32.0,10,4365,0,0.9363552927970886,train_4165509599 train_3971324818 train_1035889078 train_3789457155 train_3155135021 train_2398117812 train_1115042899 train_4206035960 train_2021766358 train_1256708206,train_1035889078 train_3789457155 train_3155135021 train_1115042899 train_4206035960,0.6666666666666666,0.7634134656768534,0.46153846153846156,train_3971324818 train_3789457155 train_4206035960,train_1035889078 train_1115042899 train_3155135021 train_3789457155 train_3971324818 train_4206035960,0.75
train_2966645795,54479be26318265bb8b8a4887a072ab2.jpg,bb00c0b3cef0dfc1,XIYU IPhone Transparan Matte Penutup SE2 6 7 8 XS XR Max 11 Pro Max TPU Telepon Kasus,234286799,800,800,27.0,9,625,0,0.5778427124023438,train_2064309819 train_2320915147 train_2966645795 train_2596449126 train_3451665203 train_976232739 train_2599913078 train_4034471436 train_1543181246,train_2966645795,0.2,0.6729869444137734,0.36363636363636365,train_2966645795 train_976232739,train_2966645795 train_976232739,0.36363636363636365
train_2057063082,54513bd10b4de0c6b6b92889a49fe507.jpg,fe84c152846ddaa7,BERGO MARYAM KHIMAR ANANTA JUMBO DIAMOND  HIJAB NON PED HIJAB INSTAN,1213652028,640,640,26.0,2,3164,0,0.6199772357940674,train_1106505348 train_2057063082,train_1106505348 train_2057063082,1.0,0.6750596948492813,0.6666666666666666,train_2057063082,train_1106505348 train_2057063082,1.0
train_1014636193,5454929ac27f3c1c99e460937dcdd9e9.jpg,beb0c1d107605fa7,Ringer Tee Three Bears / T-Shirt Cantik / Kaos Atasan Wanita,3607248512,640,640,0.0,2,9330,0,0.5475909113883972,train_3258209421 train_1014636193,train_3258209421 train_1014636193,1.0,0.5220663019029604,1.0,train_3258209421 train_1014636193,train_1014636193 train_3258209421,1.0
train_850211919,54717bbc80aac5d42a8f031d9b1b1d88.jpg,e4399ac69b986467,KIMBO Kitchen Bolognese 200 gr,865660266,720,720,22.0,2,2247,0,0.5956966876983643,train_850211919 train_2385581241,train_850211919 train_2385581241,1.0,0.5145976745944906,1.0,train_850211919 train_2385581241,train_2385581241 train_850211919,1.0
train_1055536562,547a3006957dc55b7d3cd5584f1119ea.jpg,c1c8793e1f483f26,Timbangan Badan Digital GEA 9350 / EB-1622,2378311124,700,700,16.0,4,6127,0,0.6456500887870789,train_1162951799 train_3638890019 train_1055536562 train_4019856767,train_1162951799 train_1055536562 train_4019856767,0.8571428571428571,0.6357589875730577,0.6666666666666666,train_3638890019 train_1055536562,train_1055536562 train_1162951799 train_3638890019 train_4019856767,1.0
train_3673070085,547ffe91e90df170e15c937b1aa4c002.jpg,b9cf36a62c396318,Blue band rice mix rasa ayam 45 gram,479122246,640,640,28.0,13,1222,0,0.7753303050994873,train_951414331 train_3001135984 train_3513879526 train_389976803 train_1189549200 train_3551292805 train_639186488 train_3673070085 train_2229044044 train_4095623732 train_542112535 train_3951973237 train_897904028,train_3673070085,0.14285714285714285,0.8266987848562813,0.5555555555555556,train_951414331 train_1189549200 train_3673070085 train_542112535 train_3951973237,train_1189549200 train_3673070085 train_3951973237 train_542112535 train_951414331,0.5555555555555556
train_42343706,5481053fe793336ff6319951bd0e16ef.jpg,b0a04d7fb09b59c9,MASKER RESPIRATOR SHERLOCK DUAL VALVE N99 CARBON FILTER - JOTHELABEL,2488904728,1024,1024,32.0,2,6407,0,0.48634961247444153,train_42343706 train_981823779,train_42343706,0.6666666666666666,0.4042017137469676,1.0,train_42343706 train_981823779,train_42343706 train_981823779,1.0
train_1706535298,5481738e2f8a7985450f74ba0950bca7.jpg,e895c76ab4c6ca89,GOLDEN GEL Helwa Beautycare,2542004196,640,640,32.0,3,6553,0,0.49698781967163086,train_1706535298 train_712131030 train_3780927924,train_1706535298,0.5,0.6375501825876354,1.0,train_1706535298 train_712131030 train_3780927924,train_1706535298 train_3780927924 train_712131030,1.0
train_3379788178,5488203db407f5d604513db486b599f3.jpg,ad25c07a9de5d0ca,Selang Air Taman Magic Hose 30 Meter / Semprotan Air Fleksibel / Selang Air Ajaib 100FT SG-30,739038796,1000,1000,30.0,3,1905,0,0.7943437099456787,train_3379788178 train_4250403453 train_3806866394,train_3379788178,0.5,0.647266446839283,0.8,train_3379788178 train_4250403453,train_3379788178 train_4250403453,0.8
train_960287981,548e9e1dc1d234ced03d6486a2609d98.jpg,c509971c4ae33fe2,Klip / Jepit Kertas Ukuran Kecil / Sedang / Besar Warna Warni,2886843997,1024,1024,34.0,3,7427,0,0.6393864154815674,train_960287981 train_2532312733 train_1867953447,train_960287981 train_2532312733 train_1867953447,1.0,0.5275862645238562,0.5,train_960287981,train_1867953447 train_2532312733 train_960287981,1.0
train_2927242150,5498dec9db63a2b83cf63b0fa7cfd251.jpg,a1e46e4d39c3c71c,"Cream leher dosting whitening, cream leher arbutin, cream. Leher pot hitam original bpom",857254217,640,640,8.0,5,2223,0,0.8156737685203552,train_535430996 train_2924610122 train_3596170261 train_1101239360 train_2927242150,train_2924610122 train_3596170261 train_1101239360 train_2927242150,0.8888888888888888,0.5680728591229669,0.5714285714285714,train_535430996 train_2927242150,train_1101239360 train_2924610122 train_2927242150 train_3596170261 train_535430996,1.0
train_1974896791,54b1a444a77a22a2257a505df49c87d9.jpg,dfa0e05f8e60ac99,Waterproof Waterproff AirBag Sarung Case HP Camera anti air Large HP,3432029652,700,700,2.0,6,8841,0,0.4775521755218506,train_1974896791 train_3151789779 train_3875020256 train_2774027730 train_2718560050 train_1398726408,train_1974896791,0.2857142857142857,0.6130272302045774,0.25,train_2130010369 train_1974896791,train_1974896791 train_2130010369,0.25
train_2368099612,54b3efd6661c1283881442ad204bcddf.jpg,b939c6c6c6c4c6c6,MOOI Piyama Mom & Me Series,2800015685,640,640,34.0,2,7195,0,0.5497317910194397,train_114939732 train_2368099612,train_114939732 train_2368099612,1.0,0.4381242999192005,0.6666666666666666,train_2368099612,train_114939732 train_2368099612,1.0
train_1385681670,54be7628191c2e97dca8aa98c5024ad4.jpg,ad66c5962d1b7262,Buku Catatan Binder Kulit Retro Leaf Kertas A7 - Buku Agenda Jurnal A7 - Agenda Kulit A7,1905551882,1024,1024,10.0,2,4871,0,0.5848965048789978,train_884791303 train_1385681670,train_884791303 train_1385681670,1.0,0.46931928951700835,1.0,train_884791303 train_1385681670,train_1385681670 train_884791303,1.0
train_676535442,54ccc71e903deb5f689ad1268b445351.jpg,aec6b498e1e5d252,Siomay Udang (Dimsum) Roku Bento BDG Homemade Ready to Cook,2110599794,640,640,30.0,3,5419,0,0.6446906328201294,train_676535442 train_2827025715 train_3240601707,train_676535442 train_2827025715 train_3240601707,1.0,0.5737687239872812,0.8,train_676535442 train_2827025715,train_2827025715 train_3240601707 train_676535442,1.0
train_1205555975,54d0e0ca1ed553f96e381dbdf82328f4.jpg,f2e248d87948d379,Olay Natural White Light Whitening Cream 20gr (Tube),2891183579,850,850,31.0,4,7442,0,0.6874918341636658,train_1205555975 train_276344768 train_1572518663 train_3601585225,train_1205555975 train_276344768 train_1572518663,0.8571428571428571,0.6324011159637418,0.6666666666666666,train_1205555975 train_276344768,train_1205555975 train_1572518663 train_276344768,0.8571428571428571
train_3362476500,54d232a0102bedb41644ec52a790f5c6.jpg,bfafc4801d8f2529,MICROFIBER CLOTH 35cm x 35 cm / Kain Lap Micro Fiber Serat Tebal Halus / High Quality / Mobil Motor,3019587064,1024,1024,30.0,3,7791,0,0.683757483959198,train_2762648244 train_3362476500 train_1242813413,train_2762648244 train_3362476500,0.8,0.6025756204013303,0.8,train_2762648244 train_3362476500,train_2762648244 train_3362476500,0.8
train_506880066,54d86e783c470c5e0a4b1fc80e31bd4f.jpg,e1cf9a34c9396934,Case Autofocus Softcase Oppo F9 A5S A7 A12 Silikon case Lembut Hitam,376209701,600,600,20.0,2,960,0,0.5766343474388123,train_506880066 train_1464490246,train_506880066 train_1464490246,1.0,0.5766158206554705,0.5,train_2448921702 train_506880066,train_1464490246 train_2448921702 train_506880066,0.8
train_1267426801,54dc0d90b1ad8279830be0d8e8367612.jpg,9bf3a584315b1a93,Korset Pelangsing Hot Shapers Rompi Chincer Perut Pembakar Lemak Tubuh Cami Cincer Original Logo,2542103229,800,800,29.0,4,6554,0,0.40671804547309875,train_1267426801 train_3188478831 train_2932915123 train_3890537774,train_1267426801,0.4,0.4464606816511964,0.4,train_1267426801,train_1267426801,0.4
train_3865302461,54dc264517809ea24a9744407b77e012.jpg,ea9e3de09191e199,Beras Premium Queensativa 5 Kg - YGK (Harga + Ongkir),1355194940,1024,1024,8.0,4,3494,0,0.7665858268737793,train_1265636629 train_120270797 train_3865302461 train_4157376463,train_1265636629 train_120270797 train_3865302461 train_4157376463,1.0,0.7371445467104799,1.0,train_1265636629 train_120270797 train_3865302461 train_4157376463,train_120270797 train_1265636629 train_3865302461 train_4157376463,1.0
train_2959875074,54ea46b04ce61ba933c10cb9f4850e07.jpg,9b1d7865e01b879a,Sendal Marvel Vans Black Premium / Sandal Kasual Pria / Sandal Slide / Sandal,2977213622,1024,1024,31.0,5,7677,0,0.47302213311195374,train_2955090075 train_2959875074 train_1694691821 train_2723218914 train_3608372934,train_2959875074,0.3333333333333333,0.6981702381833395,0.75,train_2955090075 train_2959875074 train_2723218914,train_2723218914 train_2955090075 train_2959875074,0.75
train_3316981265,54ed6e5887d1b4863e4c4a9e1c40ab0e.jpg,ade4e12d9a63962a,Rak jemuran Gantungan Pakaian Lipat Px08/ Stand Hanger FOLDING jemuran menara baby anak kecil murah,2625785545,640,640,40.0,3,6738,0,0.5720942616462708,train_1401881074 train_3316981265 train_2986964449,train_1401881074 train_3316981265,0.8,0.6446227856817514,0.8,train_1401881074 train_3316981265,train_1401881074 train_3316981265,0.8
train_3664690880,54f755bf55afbf44a94492c5e5c58c50.jpg,a2f708da2d42f98d,Safi Age Defy Gold Water Essence 30 ml.,275813572,640,640,30.0,10,726,0,0.9391388893127441,train_3459621696 train_3739967120 train_646522662 train_3664690880 train_2474858923 train_3882317225 train_79343777 train_2795779469 train_3710519101 train_1999871567,train_3459621696 train_3739967120 train_646522662 train_3664690880 train_3882317225 train_1999871567,0.75,0.95666836776563,0.9523809523809523,train_3459621696 train_3739967120 train_646522662 train_3664690880 train_2474858923 train_3882317225 train_79343777 train_2795779469 train_3710519101 train_1999871567 train_2201298542,train_1999871567 train_2201298542 train_2474858923 train_2795779469 train_3459621696 train_3664690880 train_3710519101 train_3739967120 train_3882317225 train_646522662 train_79343777,0.9523809523809523
train_1506774112,550838be236ccbc84ed93c53dc5b40cb.jpg,bc1e47470f9cbc24,GLOW BEAUTY / PAKET NORMAL /  SKINCARE / KRIM WAJAH / CREAM WAJAH / SKINCARE AMAN,384557186,640,640,29.0,4,988,0,0.45638027787208557,train_3028527344 train_1400047013 train_301240114 train_1506774112,train_1506774112,0.4,0.5557533792852541,0.6666666666666666,train_1400047013 train_1506774112,train_1400047013 train_1506774112,0.6666666666666666
train_1550061097,551ccddd2e77e1ce9b0f5b7a7c5f5a59.jpg,ba94c36359f8a40f,Marcks Teens Padat 12gr All Variant,1529085103,640,640,26.0,19,3907,0,0.9328327178955078,train_2679824623 train_3116514616 train_1081627741 train_3048513916 train_3533869634 train_1727195683 train_2358888198 train_3778483304 train_898943418 train_882529833 train_2075598628 train_677399001 train_1550061097 train_3695108875 train_3373078310 train_2501906467 train_1481142988 train_4101887958 train_1761787170,train_3116514616 train_3048513916 train_3533869634 train_1727195683 train_2358888198 train_3778483304 train_898943418 train_882529833 train_2075598628 train_677399001 train_1550061097,0.7333333333333333,0.6462679220366757,0.1,train_1550061097,train_1550061097 train_1727195683 train_2075598628 train_2358888198 train_3048513916 train_3116514616 train_3533869634 train_3778483304 train_677399001 train_882529833 train_898943418,0.7333333333333333
train_1289248591,551d5ad532d4e4be25860791cbc8e27a.jpg,f8cd71b1c169b50c,Indonesia Dalam Rekayasa Kehidupan Komjen Pol. Drs. Dharma Pongrekun M,3857576768,1024,1024,32.0,2,9936,0,0.5391881465911865,train_1289248591 train_694864032,train_1289248591 train_694864032,1.0,0.45971857812359973,1.0,train_1289248591 train_694864032,train_1289248591 train_694864032,1.0
train_1441529101,551fc4479745545f90ff731d57bcd4e8.jpg,f92cc693c68696c3,Musk By Lilian Ashley Eau de Toilette Black 70ml,532189781,1000,1000,28.0,3,1365,0,0.5014626383781433,train_3192836924 train_1441529101 train_2400918227,train_1441529101,0.5,0.6569277618290612,1.0,train_3192836924 train_1441529101 train_2400918227,train_1441529101 train_2400918227 train_3192836924,1.0
train_2328772500,5528242ec09b656d20bc661c820a80ba.jpg,bac4e513c7699c62,JJ SPREI LADY ROSE UK. 160/180 DORAEMON,165671561,1024,1024,28.0,2,433,0,0.5756081938743591,train_437717851 train_2328772500,train_437717851 train_2328772500,1.0,0.4993418354031757,1.0,train_437717851 train_2328772500,train_2328772500 train_437717851,1.0
train_3821036878,553dabfbd19b0af43703846fcdd35c67.jpg,a69d19974ce362e1,Philips Shaver S 106 2HD CB65 NTP S106 Original,3689615566,850,850,16.0,2,9521,0,0.6122381091117859,train_2068933095 train_3821036878,train_2068933095 train_3821036878,1.0,0.4631595342198456,1.0,train_2068933095 train_3821036878,train_2068933095 train_3821036878,1.0
train_155074917,5553f5c7cdbbe2ae4dc6c47c587b89c2.jpg,a9c9d036b6c9b649,Batre batere bt Awt 18650 3000mah,316640687,640,640,32.0,6,812,0,0.6516063213348389,train_3888241630 train_1201057011 train_155074917 train_351323498 train_749424915 train_235276766,train_3888241630 train_155074917,0.5,0.5589668662685212,0.2857142857142857,train_155074917,train_155074917 train_3888241630,0.5
train_3129080852,5555e6f0b3b8967de0b978903bbe6267.jpg,8ee8919d66279993,5PCS Joyetech EX-M 0.4Ohm For EXCEED Grip Authentic - Coil Exceed Mesh Coil 5PCS,2384347564,800,800,0.0,5,6145,0,0.48583218455314636,train_2670762238 train_3129080852 train_2657399616 train_2099429344 train_2578022337,train_3129080852,0.3333333333333333,0.561962884300753,0.5714285714285714,train_2670762238 train_3129080852,train_2670762238 train_3129080852,0.5714285714285714
train_2973241168,555bbb0dd3211621a14ca11c986cf2f9.jpg,eb359048358fccb6,pisau apel,952183003,225,225,30.0,33,2488,0,0.9797552227973938,train_2104971635 train_3573325557 train_2128176597 train_1491109987 train_4031914591 train_3937416122 train_1866688264 train_742888193 train_709746325 train_2454293055 train_1792753322 train_907596322 train_1037698435 train_3099715241 train_2973241168 train_862823398 train_1812954730 train_2806242667 train_4281326002 train_4078545104 train_4290732312 train_3145458285 train_1472702975 train_1384244345 train_1301540544 train_3655323022 train_2051613389 train_3585706986 train_3336909646 train_1655838577 train_1105403759 train_2489554479 train_450707221,train_3573325557 train_2128176597 train_1866688264 train_2454293055 train_1792753322 train_907596322 train_2973241168 train_1812954730 train_1384244345 train_1301540544 train_2051613389 train_3585706986 train_1655838577,0.5652173913043478,0.8858606850633951,0.2631578947368421,train_3573325557 train_2128176597 train_1792753322 train_2973241168 train_4078545104,train_1301540544 train_1384244345 train_1655838577 train_1792753322 train_1812954730 train_1866688264 train_2051613389 train_2128176597 train_2454293055 train_2973241168 train_3573325557 train_3585706986 train_4078545104 train_907596322,0.5957446808510638
train_1076615905,5563c6fa534f3a456ee3e56f418fd7c3.jpg,f0b44b837f4c346a,\xe3\x80\x90GOGOMART\xe3\x80\x91Egg White Separator / Alat Pemisah Kuning Telur - PROMO,417125601,664,664,32.0,16,1066,0,0.9574835300445557,train_1304601162 train_2342653116 train_3461164448 train_262275901 train_1076615905 train_2983520344 train_4132861423 train_569895252 train_3084210968 train_386645000 train_1484997819 train_787211093 train_52371274 train_2171615197 train_2512607642 train_3967012505,train_1304601162 train_2342653116 train_3461164448 train_1076615905 train_2983520344 train_386645000 train_787211093 train_52371274 train_2171615197 train_2512607642,0.7692307692307693,0.6468492165186066,0.11764705882352941,train_1076615905,train_1076615905 train_1304601162 train_2171615197 train_2342653116 train_2512607642 train_2983520344 train_3461164448 train_386645000 train_52371274 train_787211093,0.7692307692307693
train_2953690871,556e805146e72c49aa4dc9b319765901.jpg,e891967ad1e66839,Mamypoko Pants Royal Soft Boys and Girl M42 / L34 / XL30 / XXL24h,22285547,640,640,28.0,13,50,0,0.7816023826599121,train_3137481017 train_1626889862 train_1844608486 train_2953690871 train_952103791 train_238144729 train_468693636 train_3550043417 train_481515401 train_3083482784 train_2378689644 train_1842005873 train_223427393,train_2953690871,0.14285714285714285,0.8011716688374376,0.375,train_2953690871 train_468693636 train_481515401,train_2953690871 train_468693636 train_481515401,0.375
train_1941784372,55ac108f7672fc06377475423f9fe519.jpg,eac215e8159df295,Case Xiaomi Mi A1 / Mi 5X LEATHER Autofocus,1474448570,1024,1024,30.0,6,3771,0,0.8318209648132324,train_1941784372 train_746714472 train_2663168035 train_1930666510 train_1857292141 train_2017705551,train_1941784372 train_746714472 train_2663168035 train_1857292141,0.8,0.7297639840179588,0.8,train_1941784372 train_746714472 train_2663168035 train_1857292141,train_1857292141 train_1941784372 train_2663168035 train_746714472,0.8
train_537146367,55ac6e0e754e69ed9b9e60853b38a245.jpg,d4d86b972f8528d4,Hanasui Intense Treatment Bright Up/Rich Nutrition/Propolis Serum 25ml,40040342,640,640,29.0,13,103,0,0.6964895129203796,train_3925983538 train_2552035427 train_1394537206 train_1910428789 train_537146367 train_3916230011 train_2297530376 train_926129752 train_1138778138 train_65208909 train_384719651 train_2265651088 train_2380961635,train_537146367,0.14285714285714285,0.8738454592588787,0.5555555555555556,train_3925983538 train_2552035427 train_1394537206 train_537146367 train_384719651,train_1394537206 train_2552035427 train_384719651 train_3925983538 train_537146367,0.5555555555555556
train_1795694766,55dc9d553374d2d49e472fb5b2a1cb23.jpg,ef919096c26ed169,RDL 3 HYDROQUINOE TRETINOIN BABYFACE 60ML,2789809344,640,640,6.0,9,7160,0,0.9949178695678711,train_2291833895 train_4225971458 train_1130295606 train_2709351068 train_1795694766 train_2776757992 train_2755300833 train_2476970777 train_4288037798,train_2291833895 train_4225971458 train_1130295606 train_2709351068 train_1795694766 train_2776757992 train_2476970777 train_4288037798,0.9411764705882353,0.6072476249740464,0.36363636363636365,train_1795694766 train_4288037798,train_1130295606 train_1795694766 train_2291833895 train_2476970777 train_2709351068 train_2776757992 train_4225971458 train_4288037798,0.9411764705882353
train_2598903787,560748546362d7fd4b3cbd22d42e77b7.jpg,be0f94fcd2e0c9c0,[Ready Stock] Monitor LCD 4.3 Inch TFT Dengan Kamera DVD Berwarna Untuk Mobil,1460273711,800,800,26.0,2,3735,0,0.5348053574562073,train_2598903787 train_2153757835,train_2598903787 train_3783836146,0.5,0.5225858162674354,1.0,train_2598903787 train_2153757835,train_2153757835 train_2598903787 train_3783836146,0.8
train_1003554842,560a5c3577fb22be2ac82c0e97558158.jpg,f3c78fce8c3050f0,Mustika  Ratu Minyak Cem-Ceman 175 ml,3044373336,640,640,30.0,4,7854,0,0.6522397398948669,train_1093166739 train_1003554842 train_60927732 train_1687423220,train_1093166739 train_1003554842,0.6666666666666666,0.6885657047587289,1.0,train_1093166739 train_1003554842 train_60927732 train_1687423220,train_1003554842 train_1093166739 train_1687423220 train_60927732,1.0
